cancion,artista
"Tomando Valyum, en el escenario hay birra y Coca
Nunca llego a horario, no me rompan las pelotas
Solo rockeo Bapesta, el Dillom no anda en ojota'
Escabiando algo en los lugare' donde te rebotan

Ah, Tanqueray con tonic, you know what I mean?
Estoy haciendo lobbie' como si fueran Los Sims
Bohemian Groove, puta, 'till I get a better deal
Rockeando to' los show', soy como los Dead Keneddys

Mmm, buena pussy, suena como fettuccine
Estoy haciendo mucha plata, Mario Pergolini, ah
Me la fumo en pipa y la levanto en pala
Las mili' aman a Dillom como a Tame Impala

Bitch sniffin' cocainе, me aburren como Coldplay
Si juego no hago fair play, a mi puta lе va el role play
Soy un boludo con plata, ante' dormía entre las rata'
Buscaba roña con gente que si me agarra me mata

Es muy fácil que me quieran ahora que no tengo sarna
No vuelvo a esa shit ni aunque me apunten con un arma
Es noche de viernes trece y nos mandamos en punga
Vamos pa' Recoleta y saqueamo' un par de tumba'

Soy un slayer, player y ese hater miente
Mi plata se mueve sola, es independiente
Tengo voces en mi mente que me mienten, mienten
Me convencen pa' que vaya a matar gente, gente

Soy un slayer, player y ese hater miente
Mi plata se mueve sola, es independiente
Tengo voces en mi mente que me mienten, mienten
Me convencen pa' que vaya a matar gente

Escabio más que Barney, tu puta anda horny
Ella fuma como Marley, quiero brain y no soy zombie
Voy manejando en pedo, choco todo, es un derby
Mi compi cayó en cana, toca el piano como Herbie

La cartera es Balenci y las zapa' son Raf Simons
Mis compi' fuman grasa y no te hablo de tocino, ah
Rapero con el asterisco rojo, Red Hot Chilli Peppers
Bajando en ascensor hasta el infierno, piso trece",dillom
"Ah, ah

For really, really, estoy illing, illing
Y esa milipili me la mama, lick it
De la cama al living, fuck around this city
Más droga'o que el Pity, un shot-out pa' Lili

For really, really, estoy illing, illing
Y esa milipili me la mama, lick it
De la cama al living, fuck around this city
Más droga'o que el Pity, un shot-out pa' Lili

Ey, me gusta que me miren, God damn it, I like it
To'a las chica' se me acercan y están llena' de spray tan
Te podría decir un precio, pero esto es priceless

No soy Cacho, pero, wacho, el Dillom es de Buenos Aire'
Viajo por el mundo como Marley, estoy tomando coca como Sarli
Tanto escabio que voy ciego, puta, estoy que leo en braille, ah
Los niño' aman a Dillom como a Michael

For really, really, estoy illing, illing
Y esa milipili me la mama, lick it
De la cama al living, fuck around this city
Más droga'o que el Pity, un shot-out pa' Lili

Muchos billete' de colore', por suerte no soy daltónico
Raperos preocupado', si no paro les da un cólico
El Dillom no va a la iglesia, pussy rapero católico
Y dicen que se hereda esa mierda de ser alcohólico

Tenemo' más cookie' que los boy scout
Tuvieron que hacer lo que hago 'cause they ran out of cash
No me dan de comer, yo les doy de que hablar
Yo no quiero ser mejor, lo hago pa' molestar

Ey, todos mis amiguito' son all stars
En un whip Rayo McQueen que tiene un flow de Cars
Y mi wacha me pregunta: Dillom, ¿dónde estás?
Todo se pasa tan rápido, me pone mal

For really, really, estoy illing, illing
Y esa milipili me la mama, lick it
De la cama al living, fuck around this city
Más droga'o que el Pity, un shot-out pa' Lili

For really, really, estoy illing, illing
Y esa milipili me la mama, lick it
De la cama al living, fuck around this city
Más droga'o que el Pity, un shot-out pa' Lili",dillom
"Dan, dan
La calle quema, está que arde
Apurate, nena, estamos tarde
Ahogamo' las pena' con un jäger
Te pago la cena, voy a buscarte
Tengo su pussy de amuleto
Le muestro mi music, es un secreto
Y si me matan por ser el mejor
Me llevo conmigo alguno pa'l cajón
A mis amigos les pido perdón
Me la mandé pe'o sirvió para el show
Quiero 'tar solo, shorty wanna blow
Están dolidos porque

Yo tengo la sauce
Esos rapero' lloran como un sauce
Puta, ¿dónde estás?
Yo solo quiero ir a buscarte
'Tamos fucked up
Vendemos todo, como un outlet
Puta, ¿dónde está-á-á', -á-á-ás?
Yo tengo la sauce
Esos rapero' lloran como un sauce
Puta, ¿dónde estás?
Yo solo quiero ir a buscarte
'Tamos fucked up
Vendemos todo, como un outlet
Puta, ¿dónde está-á-á', -á-á-ás?

Cobro ese cash, después del show
Perdón bebé, llego tarde al avión
Decile al mozo que traiga la cuenta
Mi casio está roto por culpa del jetlag
Mi equipo volado, no tienen el jetpack
Tocamos, cobramo', invitamo' la vuelta

Yo tengo la sauce
Esos rapero' lloran como un sauce
Puta, ¿dónde estás?
Yo solo quiero ir a buscarte
'Tamos fucked up
Vendemos todo, como un outlet
Puta, ¿dónde está-á-á', -á-á-ás?
Yo tengo la sauce
Esos rapero' lloran como un sauce
Puta, ¿dónde estás?
Yo solo quiero ir a buscarte
'Tamos fucked up
Vendemos todo, como un outlet
Puta, ¿dónde está-á-á', -á-á-ás?
Yo tengo la sauce
Esos rapero' lloran como un sauce
Puta, ¿dónde estás?
Yo solo quiero ir a buscarte
'Tamos fucked up
Vendemos todo, como un outlet
Puta, ¿dónde está-á-á', -á-á-ás?

Ah-ah-ah-ah-ah, ah-ah-ah-ah-ah
Ah-ah-ah-ah-ah, ah-ah-ah-ah-ah
Ah-ah-ah-ah-ah (na-na-na-na)
Na-na-na-na, (na-na-na-na-na, na-na-na-na-na)",dillom
"Tengo un six pack y no hago crossfit
Soy un Misfit, hago sexting con tu puta
Le dije porfa que lo haga por mí
Ah, que lo hiciera por mí

Empecé con un par que ya no están
Y por eso ahora estoy donde estoy
Estoy solo en este lugar
No veo a nadie cuando miro alrededor

La terapeuta me dijo que soy muy bueno
Para mentirme a mí mismo y es un problema
Donde vamo' siempre hacemo' amigos nuevo'
Cuando me agarran la mano, me congelo, ah

Cuando te veo junto a otro, me da celo'
Pеro también quiero hacer lo que yo quiеro
Cuando peleamo', siento que nunca tengo razón
Y lo gracioso es que muchas veces la tengo

Después de un par de tragos, me siento mejor
Casi siempre es más cálido el infierno
Donde vamo' siempre hacemo' amigos nuevo'
Cuando me agarrás la mano, te congelo, ah

Cuando me ve junto a otra, le da celo'
Me gusta mucho hacer lo que yo quiero, mmm
Ahora la droga es grati'
Como cuando me robaba pastis del cajón

Vos me hiciste mala praxis, ah
Vos me hiciste mala praxis
Me arruinaste el corazón

Yo no sé cuándo
Esto se volvió algo tan real, ah-ah, ah-ah
Creo que estoy sangrando, me estoy lastimando
Por forzar algo que no es de verdad, ah, ah-ah-ah-ah-ah

Ah, ah, ah-ah-ah-ah, ah, ah-ah-ah-ah
Ah, ah, ah-ah-ah-ah, ah, ah-ah-ah-ah
Na, na, na-na-na-na, na, na-na-na-na-na
Na, na, na-na-na-na, na, na-na-na-na-na",dillom
"Tengo un par de gile' que me tiran
Cuando los cruzo ni miran
Ni siquiera me hacen contacto óptico
Como lo dijo Muere, es un problema telefónico

En tus shows son todos nenes, para mí sos un pedófilo
Salgo con lesbianas, puta, no soy homofóbico
Ella quiere coger, y yo más duro que un bionicle
Se lo voy a hacer fuerte, como si tomé anabólico
Esto te pega fuerte como piña de mogó-

Uh, mejor cambiemos de tópico
Como me mueve el culo, me va a hacer cambiar de trópico
Me fui con dos rumanas, flow exótico
¿Sos así de pelotudo o solamente es irónico?
Wachin, no saques foto, no estamos en el zoológico
Me gustan las otakus que hacen cosplay en la Comic-Con
Son iguales a mí en zorra son mi homónimo

Son un mini me
Yo estoy moneymake
Uh, la doble G en el cinto no es de Good Game
Si hablamos de ver guita, yo soy muy gay
Si en la rula sale 13, soy Gardel

Sos un mini me
Yo estoy moneymake
Uh, la doble G en el cinto no es de Good Game
Si hablamos de ver guita, yo soy muy gay
Si en la rula sale 13, soy Gardel

Mirá con la que salgo, no se pue' creer
Estoy robando como en La Casa de Papel

La cacheteo como un bully
Nos escuchó su rummie
Salí con una milf, me hizo grooming
Mi goonie con la toolie, es como Scooby con la cookie
Soy el protagonista, soy el único en la movie
Uh, siempre hay cupo pa' una groupie
Tu wacha es medio fea, medio que parece Chucky

Tengo un par de gile' que me tiran
Cuando los cruzo ni miran
Ni siquiera me hacen contacto óptico
Como lo dijo Muere, es un problema telefónico

En tus shows son todos nenes, para mí sos un pedófilo
Uh, mejor cambiemos de tópico
Como me mueve el culo, me va a hacer cambiar de trópico
Me fui con dos rumanas, flow exótico
¿Sos así de pelotudo o solamente es irónico?

Sos un mini me
Yo estoy moneymake
Uh, la doble G en el cinto no es de Good Game
Si hablamos de ver guita, yo soy movie gay
Si en la rula sale 13, soy Gardel

Sos un mini me
Yo estoy moneymake
Uh, la doble G en el cinto no es de Good Game
Si hablamos de ver guita, yo soy movie gay
Si en la rula sale 13, soy Gardel

Sos un mini me
Yo estoy moneymake
Uh, la doble G en el cinto no es de Good Game
Si hablamos de ver guita, yo soy movie gay
Si en la rula sale 13, soy Gardel",dillom
"Déjenme solo
El mundo está en mi contra
No sé por qué me persigue tanto esta sombra
No me miren
No me llamen más
Ya me enteré que están hablando a mis espaldas
Ya mis secretos todos lo saben (ah)
Cerré la puerta con triple llave (ah)
Estoy preparado pa’ que vengan a buscarme
No soy boludo ellos quieren medicarme
Acá estoy
Vengan a buscarme
Acá estoy
Vengan a buscarme

Déjenme solo
El mundo está en mi contra
Van a encontrarme igual por mucho que me esconda
No me sigan
No se rían más
Creo que alguien está abajo de mis sábanas
Ya mis secretos todos los saben (ah)
Cerré la puerta con cuatro llaves (ah)
Estoy preparado por si vienen a matarme
Soy un boludo como no lo supe antes

(Vengan a buscarme)
(Vengan a buscarme)
(Vengan a buscarme)
(Vengan a buscarme)

Acá estoy
Vengan a buscarme
Acá estoy
Vengan a buscarme",dillom
"Dios mío, dame mi sueño de paz
Y no de pastillas (y no de pastillas)
El diablo que nunca duerme
Penando me despabila-a-a-a

Oh (uh)
Ja (oh)
Jajajajaja (ah)

Le prometí a mi papá que iba a ser el mejor, pero
Ya no quiero ser mejor, quiero ser el peor
Entendí que hacer el mal era la única opción
Hasta el día que se corte mi respiración

To' lo veo artificial, como un pulmotor
Y los días se me esfuman, se hacen de vapor
Para todo siеmpre encuentro un pеro
Estoy cansado de empezar desde cero

Entonces pienso, ¿cuál es el problema?
Si un poco me calienta la desgracia ajena
Si colaboro con la fuente de las penas
Quiero sentir que soy la carie de tu muela

Dios mío, dame mi sueño de paz
Y no de pastillas (y no de pastillas)
El diablo que nunca duerme
Penando me despabila",dillom
"What?
Rip Gang
Omar, algo anda mal
Ey (what?)
E-E-Evar

Get the bag, do the dash, dudade-de-de
Ey, ser rico e' complicado, puta, mucho estrés
Tengo goonies que te buscan si es que me debés
Los mando pa'l otro lado como el DMT (what?)
If I catch that shawty le hago tres bebés
Red carpet when I pull up con la TBB (TBB)
Rich talk y Balmains, fuck yo' whole gang (money)
Yo le como tol' culo, como un chicken chow mein

Callao' la puta boca, por fa, shh, be quiet
Los dejo sin trabajo, quedan flaco a lo diet
Yo estoy la de empresario, me cansé la de calle, what?
Tеngo muchos papele' y una SRL
Ya no mе están tirando, saben que no les conviene
Ya no estoy en la mierda pero si sé como huele
Peso sesenta kilos pero uso el XL
I be gettin' so much money lately
Tengo que esquiva' la envidia, they hatin'
Tengo que compra' una toolie, safety
Todo lo que veo water, sailing
Shawty beatin' my meat, she like Holyfield
Con Rama en las reuniones like: Yo, what's the deal?
Visto ropa de designer, ayo, fuck Supreme
Visto ropa de designer, what, what?
Jugando a la pelota con Yeezys
'Toy haciendo mucho money easy
Ese dice que josea, sí, sí
Porfa, Dillom, una foto, wiskhy

Get the bag, do the dash, dudade-de-de
Ey, ser rico e' complicado, puta, mucho estrés
Tengo goonies que te buscan si es que me debés
Los mando pa'l otro lado, como el DMT
If I catch that shawty le hago tres bebés
Red carpet when I pull up con la TBB
Rich talk y Balmains, fuck yo' whole gang
Yo le como tol' culo, como un chicken chow mein

I be gettin' so much money lately
Tengo que esquiva' la envidia, they hatin'
Tengo que compra' una toolie, safety
Todo lo que veo water, sailing",dillom
"One, two, three, four

Somo' Rocket Power', vuelo de Aeroparque
Otra city nos espera, así que let's go
Vengan a buscarme, estoy llegando tarde

Más despacio, wait me
Afuera está raining
La RIPGANG go crazy
Fuck that, voy a dónde estés, solo quiero estar bien con vos

En un threesome con VLONE
Nos fuimo' al siguiente destino
Shorty, no importan las horas
'Tamos junto' a toda hora

Él me muestra cosas normie'
Yo veo anime del 2000
Fumé uno, quedé medio corky
Si te da cringe, don't blame me, uh

Dice que entiende, pero nah-ah-ah
And then I go again like uh-uh-uh
No estoy ni bien ni mal, estoy meh-eh-eh
Otra vez fuck it, eh-eh-eh

Okey, recién empieza la noche
Busquemo' nota de coke
De gira tomando avione'
Si estoy con vo', el resto fuck it

Dejo el alma en el mosh pit
Quiebro pogueando Limp Bizkit
Me despierto kinda horny
Mm, mm, mm-mm, mm-mm

Shorty, let me know si nos vamos o no
Si querés me quedo ahora
Pero después me voy, tengo un par de show'
La gente me espera afuera

Más despacio, wait me
Afuera está raining
Fuck that, voy a dónde esté
Solo quiero estar bien con vos",dillom
"Oh
Post Mortem
Oh
Uh

Ey, mis opps son medio opa
Lo tomo con la sopa
Y también en el colegio yo me saco buena nota (sí, sí, sí)

Music pa' la plata (money)
Plata pa' la ropa (sí)
Lucho con demonio' que parecen lo' de Lovecraft (pew, pew, pew)

Quiero tener quince de nuevo
Quiero revivir a mi perro (ju, ju)
No quiero ser pobre de nuevo (nah)
No quiero 'tar broke

Gano plata mientras juego al Pou (Pou)
Mi vida está escrita por Allan Poe (Poe)
Mi mamá dice quе soy un campeón
Si me dеja, me descargo el LoL (LoL)
Me dijeron que los pare' siempre vienen de a do'

Ocho menos cuatro es cuatro, cuatro menos dos es dos
Mi mamá tomando Pepsi, todo enfrente de mi cara (fiumba)
Y mi viejo después de eso me dijo que de pana (pana)
Pero si no fue por eso, ahora no tendría nada (na')

Porque gracias a esa secuen' ahora estoy más pillo (oh)
Y si te dormís la siesta, te hago un lugarcito
Cayeron los pibe' a casa a tomar un tecito (colegio)

Mis opps son medio opa (ouh)
Lo tomo con la sopa
Y también en el colegio yo me saco buena nota (sí, señor)
Music pa' la plata, plata pa' la ropa
Lucho con demonio' que parecen lo' de Lovecraft

Si me siento mal, tomo una sopita Quick
Y si pinta el postre, me preparo un budin (no, no)
Hay poco Pakapaka, mucho pipi-ripi
Lo' niño' aman a Dillom like Discovery Kids (yeah!)

Conmigo no te haga' el locotrón (no)
Vamo' por la ruta, rom-rom-rom (rom, rom)
Si cuento más cosa', puede que me busquen y quieran mandarme un Bonobón
(Pow, pow, pow)

Me sueno los moco' en el baño
Si ella me pide, la abrazo
Ahora este es mi trabajo
For free te doy mil abrazo'

Besos no me sirven, paso (bounce)
Yo solo quiero los abrazo' (los abrazo')
Me porto re bien, soy un santo
Yo la hago bailar, como Sandro (bawn)

Mis opps son medio opa
Lo tomo con la sopa
Y también en el colegio yo me saco buena nota (yessir)

Music pa' la plata
Plata pa' la ropa
Lucho con demonio' que parecen lo' de Lovecraft

Mis opps son medio opa
Lo tomo con la sopa (ey)
Y también en el colegio yo me saco buena nota (school)

Music pa' la plata (nos fuimo')
Plata pa' la ropa
Lucho con demonio' que parecen los de Leuco",dillom
"Durante aquella última noche de campamento
Las nubes cubrían la Luna y tapaban la luz
Había algo en el aire
Un presentimiento de que no todo podía salir bien
Sería demasiado perfecto

El fuego, ya tenue, disparaba algunas chispas
Pero, por poco, no servía como fuente de calor
Al finalizar la ronda de cuentos
Los niños fueron levantándose lentamente del suelo
Y se dirigieron a sus carpas a descansar

Algunos querían seguir
Pero el cansancio y las historias
Ya habían dejado somnolientos a la mayoría

Demian, por otro lado, estaba bien despierto
Y aún frente al fuego
En la soledad de la noche, había muy poco ruido
Algunos grillos lejanos, el viento y frente a él
Lo que restaba del fuego

Pasaban los minutos y su mirada se mantenía ahí, inalterable
Luego de una ráfaga de viento que atentó contra los restos del fogón
El acompañamiento de Demian en esa noche fría se volvió aparente
Su mirada continuaba congelada en las brasas
Cuando una gota de sangre comenzó a brotar de su nariz

Sin moverse demasiado
Y con una determinación no muy característica de él mismo
Demian retiró lentamente una madera encendida del fogón
Y la sostuvo en su mano, aguantando el dolor
Y observando como la misma se quemaba lentamente

Sin importarle en absoluto
Se levantó de su lugar con dificultad
Esperó unos segundos
Y comenzó a caminar en línea recta
Hacía las carpas de sus compañeros",dillom
